country,year,disease_name,disease_category,prevalence_rate_pct,incidence_rate_pct,mortality_rate_pct,age_group,gender,population_affected,healthcare_access_pct,doctors_per_1000,hospital_beds_per_1000,treatment_type,average_treatment_cost_usd,availability_of_vaccines/treatment,recovery_rate_pct,dalys,improvement_in_5_years_pct,per_capita_income_usd,education_index,urbanization_rate_pct,outlier_mortality,disease_burden_score,mortality_prevalence_ratio,risk_level,health_infra_index
Germany,2024,Polio,Chronic,19.66,4.39,8.39,19-35,Female,618222,58.57,1.45,3.28,Medication,12195,Yes,83.24,4679,1.69,702,0.79,37.57,False,771788.8846000001,0.4267331264940746,High,2.3649999999999998
China,2013,Polio,Cardiovascular,4.79,1.9,1.72,36-60,Male,443021,67.73,1.08,7.52,Therapy,48963,Yes,85.43,4086,9.14,38415,0.58,31.09,False,33663.7368,0.35900647046545603,Low,4.3
Indonesia,2013,Polio,Infectious,17.95,2.96,3.43,36-60,Other,168107,58.86,4.28,5.72,Vaccination,24486,No,81.08,1033,0.27,66235,0.66,25.32,False,63600.2605,0.1910757060887973,Medium,5.0
Japan,2007,Hypertension,Viral,10.19,4.76,7.9,61+,Female,587175,67.9,0.82,6.05,Medication,35024,No,96.76,1739,7.43,91409,0.7,63.56,False,139991.239,0.7751937984496126,High,3.435
Russia,2006,Cancer,Neurological,18.93,5.96,5.59,61+,Female,618854,77.5,2.31,3.08,Therapy,48118,No,85.34,769,3.41,14034,0.65,34.63,False,81374.5803,0.29528286936770376,High,2.6950000000000003
South Korea,2002,COVID-19,Bacterial,2.51,1.64,1.2,19-35,Female,12716,67.3,2.58,6.99,Medication,40580,Yes,92.9,4037,5.95,41228,0.8,35.54,False,12159.443999999998,0.47789725209080053,Low,4.785
Argentina,2013,Parkinson's Disease,Infectious,13.49,6.93,1.19,0-18,Other,332229,84.99,1.69,6.42,Vaccination,4848,No,69.46,4405,7.49,12952,0.4,56.13,False,70713.90550000001,0.08820695278333704,Low,4.055
USA,2012,Tuberculosis,Infectious,5.16,0.9,8.82,19-35,Female,400498,92.93,3.16,2.86,Therapy,37732,No,63.27,1664,4.63,85087,0.51,65.54,False,75730.63680000001,1.7089711296260413,Medium,3.01
Australia,2011,Influenza,Autoimmune,2.3,6.32,3.89,0-18,Other,459304,99.01,1.67,3.91,Medication,1634,No,79.68,4264,0.44,65210,0.67,62.99,False,38150.007999999994,1.690569317687962,Medium,2.79
Australia,2021,Cancer,Viral,14.86,12.87,2.12,61+,Female,578029,91.46,4.94,7.74,Medication,47101,No,83.61,2983,6.71,55591,0.66,53.73,False,93974.0456,0.14265527218895097,Medium,6.34
Japan,2003,Hypertension,Respiratory,8.3,7.3,1.85,36-60,Other,383761,93.88,1.28,9.22,Vaccination,31042,No,58.24,2722,4.65,1873,0.63,26.36,False,41796.310000000005,0.22286471509456693,Low,5.25
Saudi Arabia,2009,Ebola,Genetic,0.74,3.11,8.58,0-18,Female,145804,58.97,1.49,9.65,Medication,27013,Yes,91.17,1617,5.01,72522,0.82,42.09,False,10266.6564,11.578947368421053,Medium,5.57
Russia,2006,Measles,Neurological,9.26,12.18,0.91,36-60,Other,44573,58.29,2.98,3.21,Surgery,25768,Yes,71.1,2297,4.87,6356,0.55,82.1,False,19355.9002,0.09826152683295541,Low,3.0949999999999998
Germany,2004,Parkinson's Disease,Chronic,16.85,3.85,2.99,61+,Male,692951,58.68,3.66,8.07,Medication,49997,Yes,72.75,483,3.09,9648,0.69,69.19,False,24334.264500000005,0.17743754079876564,Medium,5.865
Mexico,2012,HIV/AIDS,Genetic,0.93,13.32,3.05,19-35,Other,570766,98.06,3.26,1.32,Vaccination,46472,No,60.85,1324,2.12,77719,0.5,20.08,False,3755.526,3.2760472610096665,Medium,2.29
Brazil,2006,Alzheimer's Disease,Chronic,16.8,6.37,8.88,0-18,Female,804512,52.71,2.36,0.82,Surgery,27611,No,84.13,4023,5.13,94915,0.48,40.86,False,600167.2320000001,0.528539967859056,High,1.5899999999999999
Argentina,2017,Zika,Infectious,3.66,2.45,4.09,36-60,Female,417783,92.51,2.4,5.66,Medication,18278,Yes,66.02,3985,3.76,10062,0.84,34.87,False,59653.059,1.1171810980606391,Medium,4.03
Mexico,2006,Cholera,Parasitic,17.55,11.83,3.09,0-18,Other,740006,69.51,4.61,7.45,Vaccination,10961,Yes,76.49,1688,6.53,28284,0.58,42.78,False,91539.39600000001,0.17605834425388864,Medium,6.03
Mexico,2023,Ebola,Cardiovascular,11.05,7.07,9.58,61+,Other,761034,53.76,3.95,9.94,Therapy,21440,No,91.25,934,1.55,99073,0.54,21.35,False,98872.30600000001,0.8668898742195277,High,6.945
USA,2004,Hepatitis,Viral,15.25,6.03,6.97,61+,Other,652385,73.59,2.42,6.82,Medication,23612,Yes,77.43,3788,6.92,35330,0.79,54.51,False,402635.98999999993,0.4570192118549603,High,4.62
Germany,2002,Zika,Respiratory,4.71,7.94,3.55,0-18,Other,999183,77.32,2.69,1.33,Surgery,24452,Yes,86.25,1115,9.12,40790,0.69,87.74,False,18643.3575,0.7535555083846316,Medium,2.01
Nigeria,2003,Dengue,Respiratory,9.01,11.0,4.47,0-18,Male,321987,63.84,2.37,0.68,Therapy,11922,No,75.06,4282,8.14,53674,0.53,66.49,False,172456.26539999997,0.49606037065808456,Medium,1.5250000000000001
Indonesia,2008,Influenza,Infectious,0.19,6.59,1.32,61+,Other,366767,71.2,2.73,4.38,Vaccination,12606,Yes,91.72,3452,5.71,23301,0.77,26.87,False,865.7616,6.910994764397906,Low,3.5549999999999997
Germany,2002,Cholera,Respiratory,16.09,9.91,4.01,61+,Male,265771,99.08,0.69,0.87,Surgery,20126,Yes,57.87,2263,7.53,12892,0.73,67.51,False,146010.7967,0.24920763159530168,Medium,0.78
Argentina,2024,Alzheimer's Disease,Viral,17.34,8.21,6.89,0-18,Male,265983,92.64,2.3,0.7,Therapy,23464,No,94.29,992,8.28,16432,0.66,25.82,False,118516.8192,0.3973242604232743,High,1.5
Russia,2013,COVID-19,Respiratory,13.09,8.21,0.84,19-35,Male,813736,70.24,2.04,3.29,Medication,40978,Yes,88.58,256,0.6,59861,0.76,75.63,False,2814.8736,0.06416622106790926,Low,2.665
Germany,2022,Alzheimer's Disease,Viral,18.11,14.08,2.11,0-18,Other,69229,75.08,4.92,8.04,Medication,7861,No,59.37,2688,3.71,18332,0.75,60.9,False,102714.1248,0.11650378223179282,Medium,6.4799999999999995
Australia,2024,Ebola,Viral,13.77,4.03,9.29,36-60,Female,837376,89.34,0.92,6.93,Therapy,37885,No,74.17,3181,0.99,34689,0.51,25.65,False,406924.01729999995,0.6746060562050686,High,3.925
Brazil,2019,Cancer,Respiratory,7.51,10.34,2.11,36-60,Male,717077,72.56,2.56,0.88,Vaccination,3362,No,79.02,3394,7.89,44463,0.86,58.18,False,53781.66339999999,0.280921315404074,Medium,1.72
Canada,2020,Tuberculosis,Bacterial,11.14,12.16,3.51,61+,Male,772903,82.46,3.76,4.75,Therapy,33745,Yes,91.74,4699,0.14,61527,0.55,32.7,False,183737.4786,0.31505250875145857,Medium,4.255
France,2016,Diabetes,Neurological,5.17,13.25,7.35,0-18,Female,747085,57.03,1.29,9.4,Medication,13371,Yes,89.22,4305,8.5,56576,0.58,70.51,False,163587.8475,1.4213885128601818,Medium,5.345000000000001
Nigeria,2018,Influenza,Genetic,18.67,0.86,6.32,36-60,Male,16958,50.08,4.17,7.31,Vaccination,47197,No,80.84,2764,8.33,20330,0.49,31.01,False,326136.52160000004,0.3384928498741363,High,5.74
Italy,2024,Polio,Infectious,9.03,2.67,9.28,36-60,Male,926436,85.37,4.34,6.3,Medication,23755,No,82.62,3067,8.16,69309,0.47,80.33,False,257009.69279999996,1.0275716974864357,Medium,5.32
Brazil,2000,Hypertension,Metabolic,10.16,1.6,4.01,0-18,Other,419491,82.68,2.06,9.97,Vaccination,23960,Yes,97.67,1348,1.57,6802,0.58,21.97,False,54919.6768,0.3946461962405275,Medium,6.015000000000001
Canada,2003,HIV/AIDS,Metabolic,0.35,0.12,9.61,19-35,Female,88954,64.52,3.42,6.89,Vaccination,42834,No,74.07,4259,3.59,36511,0.66,31.04,False,14325.146499999999,27.37891737891738,Medium,5.154999999999999
Russia,2011,COVID-19,Viral,14.77,8.54,9.07,19-35,Other,28356,85.35,4.68,7.59,Vaccination,17962,Yes,91.88,3491,2.73,87287,0.84,56.55,False,467667.9749,0.6140410263353869,High,6.135
South Africa,2009,Rabies,Genetic,1.69,14.94,5.47,61+,Male,719260,68.61,4.18,7.17,Surgery,4971,Yes,79.38,3714,5.67,57706,0.64,77.93,False,34333.3302,3.2347723240685986,Medium,5.675
Brazil,2012,Leprosy,Genetic,13.18,0.87,0.19,19-35,Other,522240,51.35,3.07,6.15,Therapy,18153,Yes,97.26,3585,4.37,33115,0.48,40.83,False,8977.557,0.014414687808208787,Low,4.61
South Korea,2016,Hepatitis,Autoimmune,19.52,10.88,2.21,19-35,Male,207841,76.74,2.44,4.48,Surgery,4571,No,51.1,2448,5.98,83300,0.84,26.44,False,105604.76159999998,0.11321141334972593,Medium,3.46
France,2014,Cancer,Neurological,2.42,5.13,6.2,19-35,Male,72362,88.97,1.29,7.82,Therapy,14170,Yes,83.16,2095,1.35,71615,0.58,80.05,False,31433.379999999997,2.560925237505163,Medium,4.555
USA,2024,Hypertension,Metabolic,14.19,14.93,2.16,61+,Male,509129,65.68,3.16,8.74,Surgery,2680,Yes,72.21,2949,6.47,25462,0.44,79.31,False,90388.02960000001,0.15220914664223806,Medium,5.95
Turkey,2022,Influenza,Viral,8.25,2.73,3.29,36-60,Male,362840,54.06,4.12,7.34,Surgery,48384,No,50.0,2225,8.43,17539,0.86,29.94,False,60392.06250000001,0.39873954672160955,Medium,5.73
Mexico,2016,COVID-19,Viral,0.93,12.07,4.35,36-60,Female,505192,88.75,1.46,3.66,Therapy,5796,Yes,73.66,4336,7.14,87314,0.77,24.18,False,17541.287999999997,4.672395273899033,Medium,2.56
France,2005,Hypertension,Autoimmune,16.98,13.24,0.99,36-60,Female,673228,90.01,2.54,3.24,Therapy,33178,No,81.34,1876,0.91,2757,0.79,75.14,False,31535.935200000004,0.05830045344797125,Low,2.89
France,2022,Rabies,Parasitic,9.53,12.41,7.58,61+,Female,653366,76.76,3.55,3.95,Medication,29100,No,61.25,3336,9.25,33240,0.73,37.88,False,240983.96639999998,0.7952995488406255,Medium,3.75
Canada,2021,Leprosy,Parasitic,19.33,6.77,2.13,19-35,Female,842441,98.35,4.35,7.01,Medication,2328,No,52.54,665,2.78,75929,0.87,50.06,False,27379.978499999994,0.11018571206869794,Medium,5.68
UK,2010,Asthma,Neurological,3.91,2.17,4.25,61+,Other,492916,97.89,3.62,4.83,Medication,10627,Yes,73.69,252,0.97,96347,0.6,33.89,False,4187.61,1.08667859882383,Medium,4.225
UK,2021,Leprosy,Genetic,17.41,9.71,3.61,19-35,Other,783711,80.39,4.16,4.38,Medication,22647,Yes,89.49,2823,5.61,78927,0.72,28.1,False,177425.83229999998,0.207340187237953,Medium,4.27
Italy,2014,Ebola,Metabolic,18.14,5.83,9.58,36-60,Other,735318,70.82,0.76,2.59,Vaccination,42552,Yes,55.58,1178,7.92,75364,0.67,56.65,False,204714.25360000003,0.5280855520643845,High,1.6749999999999998
Argentina,2019,Measles,Neurological,10.81,0.19,8.24,36-60,Other,863126,85.83,4.08,4.5,Surgery,16658,No,62.67,84,5.76,82299,0.7,66.06,False,7482.249600000001,0.7621866617334196,High,4.29
Argentina,2001,Influenza,Viral,11.5,13.01,7.3,36-60,Male,667731,84.99,0.57,8.88,Surgery,27188,Yes,98.99,1943,6.91,42819,0.49,52.51,False,163114.85,0.6347274150073907,High,4.7250000000000005
Brazil,2009,Leprosy,Infectious,7.16,12.14,6.71,19-35,Male,68768,98.83,2.18,6.81,Surgery,21759,No,65.55,689,9.59,10694,0.59,63.45,False,33102.0404,0.9370199692780338,Medium,4.495
USA,2019,Zika,Genetic,11.73,8.07,7.88,19-35,Female,319451,54.44,3.77,5.3,Surgery,45850,Yes,53.48,4675,9.01,71067,0.7,88.84,False,432121.47000000003,0.6717244906657573,High,4.535
Canada,2005,Zika,Infectious,10.86,6.36,1.16,36-60,Other,781780,51.55,1.73,4.74,Surgery,13495,Yes,86.89,1378,1.88,63912,0.84,79.35,False,17359.492799999996,0.10680416167940338,Low,3.2350000000000003
South Africa,2006,Tuberculosis,Chronic,19.26,13.91,3.29,36-60,Other,296163,94.93,2.34,5.45,Medication,45404,Yes,83.79,2648,4.99,90157,0.51,56.82,False,167791.5792,0.17081148434660712,Medium,3.895
France,2012,Cancer,Viral,15.22,1.13,8.63,61+,Female,809437,98.93,1.46,6.02,Surgery,42425,No,66.01,4202,4.73,3176,0.89,41.94,False,551926.8172,0.5669798304973392,High,3.7399999999999998
Brazil,2006,HIV/AIDS,Infectious,6.98,14.94,9.95,19-35,Other,446362,52.97,2.06,7.08,Vaccination,12154,Yes,68.96,576,6.78,10951,0.65,74.71,False,40003.776,1.425297235353101,Medium,4.57
Argentina,2009,Alzheimer's Disease,Cardiovascular,6.49,6.49,0.7,19-35,Female,873542,63.12,1.9,3.53,Surgery,30469,Yes,87.08,4921,6.66,92909,0.63,32.34,False,22356.103,0.10784162686797102,Low,2.715
Australia,2001,Hypertension,Infectious,6.26,11.13,7.78,0-18,Female,869612,98.68,4.64,3.46,Medication,45118,Yes,97.09,3214,6.87,69296,0.82,38.31,False,156530.7992,1.2426130011180323,Medium,4.05
South Africa,2022,Measles,Genetic,15.08,5.82,1.02,36-60,Male,535520,89.35,1.05,6.4,Therapy,37288,No,61.52,3667,0.56,34933,0.83,41.8,False,56404.3272,0.06763477222995823,Low,3.725
Canada,2005,Tuberculosis,Autoimmune,14.92,12.69,9.68,0-18,Other,290099,90.68,4.18,7.16,Therapy,15522,No,92.95,187,6.62,9886,0.59,21.62,False,27007.5872,0.6487500837745459,High,5.67
India,2014,Hepatitis,Bacterial,1.44,4.87,1.84,0-18,Female,498827,77.54,3.08,8.04,Medication,19081,Yes,56.5,4784,5.15,94841,0.85,50.7,False,12675.6864,1.2768910478834146,Low,5.56
Argentina,2024,Leprosy,Chronic,14.84,11.25,1.77,0-18,Female,307696,73.88,2.61,2.82,Surgery,41154,No,98.15,1592,8.24,75295,0.75,79.86,False,41816.7456,0.11926420052557106,Low,2.715
Germany,2013,Rabies,Genetic,17.58,2.67,6.8,19-35,Female,158202,83.74,4.01,8.23,Surgery,41598,No,72.62,3142,2.27,60366,0.47,36.6,False,375607.24799999996,0.3867811842329788,High,6.12
Canada,2019,Malaria,Metabolic,9.85,10.09,5.2,19-35,Female,285707,95.89,3.52,9.28,Vaccination,25442,Yes,87.51,2141,2.0,78736,0.84,60.73,False,109662.02,0.527865191351132,Medium,6.3999999999999995
Canada,2017,Parkinson's Disease,Infectious,16.02,13.61,2.05,36-60,Male,585482,53.46,4.63,2.1,Vaccination,18255,No,51.41,3365,4.73,37945,0.54,54.77,False,110509.96499999998,0.12795705636352286,Medium,3.365
Russia,2024,Cholera,Bacterial,8.36,11.08,9.14,36-60,Other,792325,96.25,4.49,2.84,Medication,19796,No,82.75,4346,2.58,18874,0.74,23.65,False,332079.59839999996,1.0931706733644304,Medium,3.665
Italy,2024,Ebola,Neurological,10.72,8.0,5.26,19-35,Other,128181,60.96,3.29,5.3,Medication,45557,No,70.64,3066,7.57,31795,0.48,25.21,False,172883.1552,0.49062587445201006,High,4.295
France,2021,Asthma,Metabolic,14.41,6.31,6.16,36-60,Other,477119,51.15,2.58,4.42,Vaccination,27589,No,94.71,335,7.6,10741,0.87,55.17,False,29736.476000000002,0.42745125251543964,High,3.5
USA,2021,Dengue,Neurological,16.25,12.52,9.82,61+,Male,93120,86.41,2.08,2.86,Vaccination,32559,Yes,62.61,913,9.36,95617,0.42,64.56,False,145691.975,0.6042705064303735,High,2.4699999999999998
Russia,2017,Hepatitis,Infectious,12.45,2.94,2.49,36-60,Female,498779,69.03,2.68,3.19,Medication,4580,Yes,85.95,275,0.8,93256,0.7,38.43,False,8525.1375,0.19998393703317005,Medium,2.935
India,2019,Diabetes,Chronic,15.08,11.81,6.12,61+,Male,241378,98.9,4.62,6.67,Medication,21236,Yes,88.3,4989,5.33,87942,0.64,24.09,False,460432.81440000003,0.4058086333797494,High,5.645
Argentina,2016,Polio,Parasitic,3.19,7.47,6.62,0-18,Other,673845,98.02,2.0,6.63,Medication,10600,Yes,65.79,4307,1.13,83295,0.69,48.53,False,90954.3646,2.074584769664682,Medium,4.3149999999999995
USA,2021,Leprosy,Bacterial,13.21,12.65,4.75,0-18,Male,720214,90.47,2.09,6.78,Vaccination,21285,Yes,54.75,4632,4.36,74958,0.54,32.36,False,290646.42,0.35954886079782,Medium,4.4350000000000005
South Africa,2000,Parkinson's Disease,Parasitic,3.09,9.05,8.96,19-35,Male,692817,72.15,1.51,3.64,Surgery,44215,No,95.27,638,6.93,99443,0.83,34.44,False,17663.9232,2.898738272403753,Medium,2.575
Brazil,2013,HIV/AIDS,Infectious,4.7,3.62,5.94,19-35,Male,293938,59.68,4.0,5.89,Vaccination,13305,No,87.54,3725,5.5,83423,0.68,85.64,False,103994.55000000002,1.2635609444798979,Medium,4.945
Italy,2018,Polio,Infectious,9.08,8.72,9.7,61+,Other,218440,76.42,2.9,1.71,Vaccination,48104,Yes,51.07,2310,1.64,21016,0.66,34.28,False,203455.56,1.0681642990860036,Medium,2.3049999999999997
Russia,2008,Malaria,Parasitic,13.95,14.57,2.2,0-18,Male,69855,88.35,1.32,2.79,Therapy,7542,Yes,72.54,187,7.87,44015,0.62,73.33,False,5739.030000000001,0.15769478890402125,Medium,2.055
Argentina,2003,Ebola,Cardiovascular,14.14,1.26,6.76,19-35,Male,741625,95.33,2.58,2.99,Surgery,36966,No,72.35,174,2.51,24958,0.47,24.93,False,16632.0336,0.47804257124672933,High,2.785
Canada,2005,Hypertension,Chronic,12.94,9.6,4.22,19-35,Male,901106,83.15,0.64,5.38,Surgery,5128,Yes,73.35,3965,0.35,62893,0.72,70.97,False,216515.96199999997,0.32609535584576155,Medium,3.01
Nigeria,2010,Leprosy,Autoimmune,9.78,4.22,6.69,36-60,Other,893723,99.89,4.71,4.73,Vaccination,16393,No,54.17,2646,1.38,2677,0.41,74.34,False,173123.0172,0.683979143236888,Medium,4.720000000000001
Turkey,2000,Diabetes,Genetic,4.27,10.59,0.83,36-60,Other,134116,50.15,0.98,8.03,Therapy,46683,No,52.3,1836,1.59,47704,0.9,30.22,False,6506.967599999999,0.19433387965347693,Low,4.505
Italy,2009,Parkinson's Disease,Metabolic,15.76,10.63,4.86,0-18,Male,753715,56.55,0.92,1.28,Vaccination,8889,No,73.26,4188,9.79,40092,0.88,63.74,False,320773.9968,0.3083560687773619,Medium,1.1
South Africa,2017,Zika,Parasitic,8.53,2.85,9.95,61+,Female,939152,92.51,4.96,5.38,Medication,45442,No,72.03,696,2.07,35346,0.79,70.48,False,59071.956,1.1663345446020397,Medium,5.17
Germany,2020,Leprosy,Metabolic,10.16,0.46,1.66,61+,Male,653543,90.9,4.26,2.27,Surgery,45364,Yes,92.84,243,3.28,25724,0.86,40.97,False,4098.3408,0.16336974707213855,Low,3.2649999999999997
Australia,2000,Cholera,Neurological,13.27,9.09,3.0,19-35,Other,61466,89.72,3.12,1.38,Vaccination,38649,No,95.54,1759,7.33,50777,0.7,81.75,False,70025.79000000001,0.22605681561299074,Medium,2.25
UK,2018,Cholera,Genetic,8.38,12.55,7.36,61+,Other,239202,73.88,2.82,4.03,Surgery,625,Yes,66.71,3606,2.38,81827,0.61,86.41,False,222406.54080000002,0.878176828540747,Medium,3.425
USA,2023,Zika,Cardiovascular,8.37,8.24,8.78,19-35,Female,70681,85.37,3.93,8.32,Vaccination,28830,No,85.38,3233,0.41,84748,0.49,77.09,False,237588.64379999996,1.0488591566121133,Medium,6.125
India,2024,Alzheimer's Disease,Metabolic,0.43,5.31,6.88,0-18,Female,866004,73.05,0.84,8.87,Therapy,46056,Yes,73.67,2279,5.48,30908,0.63,79.09,False,6742.1936,15.962877030162414,Medium,4.8549999999999995
China,2020,Tuberculosis,Cardiovascular,10.61,3.27,1.48,19-35,Other,962966,82.13,2.08,4.12,Therapy,9795,Yes,55.72,2964,0.85,22477,0.55,78.2,False,46543.0992,0.13947790029214968,Low,3.1
Nigeria,2001,Cancer,Autoimmune,16.84,4.86,8.52,19-35,Other,188857,51.88,2.85,4.11,Surgery,18345,No,82.17,4513,8.91,55520,0.56,70.52,False,647510.7984,0.5059082002256398,High,3.4800000000000004
Indonesia,2000,Measles,Cardiovascular,3.94,12.0,6.93,36-60,Other,685095,70.87,3.41,3.72,Therapy,35589,Yes,96.08,1350,9.46,42276,0.83,77.9,False,36860.67,1.758436944937833,Medium,3.5650000000000004
UK,2023,Cholera,Infectious,12.79,5.73,5.49,36-60,Male,993532,63.61,3.59,7.74,Medication,609,No,88.5,37,5.26,64681,0.46,66.77,False,2598.0327,0.42920803690094605,High,5.665
Germany,2001,Alzheimer's Disease,Viral,16.8,3.72,3.35,0-18,Male,6392,79.86,2.84,1.88,Vaccination,48189,Yes,65.62,3396,9.03,38839,0.85,77.71,False,191126.88,0.19939289328016188,Medium,2.36
Russia,2020,COVID-19,Bacterial,15.93,9.46,1.88,19-35,Male,146239,60.21,3.17,1.48,Vaccination,29699,Yes,68.73,1447,9.84,60222,0.44,53.37,False,43335.3348,0.11800891343920658,Low,2.325
China,2017,Ebola,Genetic,14.93,12.57,9.41,19-35,Male,874330,56.5,0.85,4.66,Medication,29674,No,53.05,3398,4.1,69457,0.44,56.74,False,477389.4374,0.6302324023843011,High,2.755
Brazil,2004,HIV/AIDS,Autoimmune,16.43,1.34,2.72,0-18,Female,231984,97.02,2.13,9.7,Vaccination,14345,No,58.92,4851,2.07,15143,0.52,22.41,False,216789.24960000004,0.16554074615056905,Medium,5.914999999999999
Indonesia,2010,Cancer,Chronic,18.54,3.61,5.33,61+,Male,815171,61.7,2.43,7.26,Medication,13135,Yes,57.35,2128,5.87,81485,0.54,66.97,False,210285.1296,0.2874710101936249,High,4.845
China,2012,Asthma,Chronic,3.28,14.27,6.87,0-18,Female,243150,79.84,2.46,1.95,Medication,29733,Yes,84.82,2623,8.59,28119,0.86,24.0,False,59105.6328,2.093873818957635,Medium,2.205
Indonesia,2018,Alzheimer's Disease,Neurological,19.69,8.22,7.2,36-60,Male,187205,55.3,3.5,1.64,Vaccination,26352,Yes,70.1,2167,7.47,29696,0.5,30.42,False,307211.256,0.3656492813975928,High,2.57
Russia,2002,Influenza,Autoimmune,14.57,9.56,5.26,61+,Male,92140,61.75,2.06,6.95,Medication,13655,No,69.51,3682,4.67,78079,0.5,25.08,False,282181.8524,0.36099100953949625,High,4.505
Italy,2008,Hepatitis,Cardiovascular,0.29,2.61,8.15,0-18,Other,438006,79.29,3.51,1.1,Surgery,40899,No,75.41,4330,9.85,52290,0.76,41.99,False,10233.955,28.00687285223368,Medium,2.3049999999999997
Australia,2017,Asthma,Neurological,4.11,0.57,8.34,0-18,Male,619284,80.75,3.08,9.93,Therapy,8401,Yes,82.35,884,8.42,69705,0.83,50.26,False,30301.2216,2.0287034784723907,Medium,6.505
Brazil,2008,Zika,Chronic,18.65,1.43,7.25,19-35,Female,683900,97.62,1.2,4.71,Surgery,32686,No,98.37,4329,8.75,45549,0.66,83.4,False,585334.9124999999,0.3887191035333226,High,2.955
Germany,2008,Alzheimer's Disease,Neurological,18.41,11.0,0.65,36-60,Male,217943,64.67,2.6,1.38,Medication,11407,No,59.27,63,6.9,11811,0.87,85.2,False,753.8895,0.03530498071804899,Low,1.99
USA,2016,HIV/AIDS,Chronic,12.88,13.55,8.73,61+,Male,934197,95.22,3.8,4.08,Vaccination,10287,Yes,98.21,1292,7.44,68371,0.7,30.06,False,145275.5808,0.6777424113034702,High,3.94
Mexico,2000,Polio,Metabolic,10.3,7.22,4.36,0-18,Female,184325,56.6,2.9,6.65,Vaccination,27950,Yes,86.31,2751,7.6,34538,0.43,46.37,False,123541.90800000002,0.4232598776817785,Medium,4.775
South Korea,2013,COVID-19,Infectious,14.08,1.32,7.96,36-60,Female,376910,54.21,0.71,1.27,Surgery,8550,No,96.4,50,6.97,14454,0.4,52.0,False,5603.84,0.5653007598892125,High,0.99
UK,2005,Cholera,Viral,2.27,1.9,3.5,0-18,Male,800133,91.14,4.54,4.29,Surgery,33605,Yes,75.71,2493,2.41,60381,0.68,89.37,False,19806.885000000002,1.5411712901805372,Medium,4.415
Australia,2000,Leprosy,Chronic,5.93,14.72,3.39,0-18,Other,907701,78.54,1.72,8.02,Medication,922,Yes,51.95,4302,7.3,13993,0.89,27.58,False,86481.81539999999,0.5715730905412241,Medium,4.87
Brazil,2021,Zika,Bacterial,19.63,8.66,2.39,61+,Other,132082,78.62,3.84,4.9,Medication,14610,No,96.7,2036,0.15,23381,0.7,25.4,False,95520.3652,0.12174621771687637,Medium,4.37
South Korea,2002,Dengue,Viral,0.37,4.9,4.24,0-18,Male,893490,75.17,0.6,3.67,Surgery,42815,Yes,80.68,3073,5.62,59886,0.54,68.82,False,4820.9223999999995,11.428571428571429,Medium,2.135
Canada,2011,Malaria,Autoimmune,17.18,0.58,5.47,0-18,Male,201143,99.42,2.45,8.58,Surgery,28239,Yes,73.23,2787,1.49,35499,0.86,38.24,False,261907.21019999997,0.31837494907164887,High,5.515000000000001
South Korea,2001,Leprosy,Infectious,13.46,14.8,2.12,36-60,Other,939730,55.92,4.92,0.93,Medication,19423,Yes,69.12,1918,4.57,78419,0.79,63.18,False,54730.513600000006,0.15749201396627294,Medium,2.925
Turkey,2022,Ebola,Parasitic,5.64,7.93,8.36,19-35,Other,627532,59.61,3.38,1.34,Medication,37553,Yes,50.7,2845,8.87,97945,0.57,38.06,False,134142.888,1.4820067363942562,Medium,2.36
India,2020,Malaria,Genetic,1.65,3.51,1.71,61+,Male,167434,61.03,4.27,7.51,Vaccination,3686,Yes,60.06,307,7.29,72011,0.43,52.13,False,866.2004999999999,1.0357359176256815,Low,5.89
Mexico,2005,Alzheimer's Disease,Viral,4.11,7.18,9.14,0-18,Male,902601,51.27,0.92,3.09,Vaccination,21595,Yes,61.46,2786,6.74,21592,0.55,46.06,False,104657.20440000002,2.2233033325225002,Medium,2.005
Japan,2023,Rabies,Parasitic,16.34,11.96,6.21,0-18,Other,836352,68.83,3.54,0.87,Surgery,27792,No,63.3,3265,3.88,6515,0.86,66.59,False,331304.121,0.38002570222140625,High,2.205
China,2010,Rabies,Genetic,13.69,14.72,3.67,36-60,Female,407856,52.75,0.82,2.19,Vaccination,30129,Yes,95.99,3623,4.43,46805,0.68,52.86,False,182027.8529,0.2680593090351326,Medium,1.505
Brazil,2009,Parkinson's Disease,Infectious,2.06,12.61,4.76,19-35,Female,696495,61.03,0.66,4.86,Medication,14819,No,91.86,4050,1.25,39178,0.67,38.2,False,39712.68,2.309558466763707,Medium,2.7600000000000002
South Korea,2010,Measles,Cardiovascular,13.7,7.99,4.56,0-18,Male,99146,62.33,4.39,4.0,Surgery,19208,No,93.99,2917,4.27,93274,0.9,59.2,False,182230.824,0.33282242172104226,Medium,4.195
USA,2024,Diabetes,Parasitic,4.52,13.69,2.28,61+,Other,75567,85.21,4.14,8.54,Surgery,15140,No,56.06,2922,8.92,93207,0.84,76.02,False,30112.963199999995,0.504313205043132,Medium,6.34
Brazil,2009,Zika,Chronic,15.04,2.1,7.1,61+,Male,540139,71.43,3.3,3.49,Medication,44232,Yes,68.79,1867,4.96,62778,0.55,30.79,False,199365.72799999997,0.47204308224187225,High,3.395
